Orden,Sitios,Gobierno_local,codigo,Fecha,Mes,Año,Año-mes,Campaña-Año,Campaña,Tem_agua,Tem_aire,OD,pH,Turbiedad_NTU,Olores,Color,Espumas,Mat_susp,colif_totales_ufc_100ml,colif_fecales_ufc_100ml,escher_coli_ufc_100ml,enteroc_ufc_100ml,Nitrato_mg_l,NH4_mg_l,P_de_ortof_mg_l,P_total_l_mg_l,DQO_mg_l,DBO_mg_l,Fosf_ortofos_mg_l,solidos_totales_mg_l,Hidr_Deriv_Petr_ug_l,Cr_total_mg_l,Cd_total_mg_l,Microcistina_ug_l,Clorofila_a_ug_l,ICA,Calidad_de_agua
4,RIO CARAPACHAY Y ARROYO GALLO,Tigre,TI003,29/10/2018,10,2018,10-2018,04-2018,primavera,22,0,6,7,54,ausencia,ausencia,ausencia,ausencia,8800,0,6000,900,3,1,0,0,21,10,0,,50,0.006,0.002,0.5,10,45,Extremadamente deteriorada
3,CANAL ALIVIADOR 100 MTS R LUJAN,Tigre,TI002,29/10/2018,10,2018,10-2018,04-2018,primavera,23,0,6,7,59,ausencia,ausencia,ausencia,ausencia,5500,0,3800,850,3,1,1,1,16,10,0,,74,0.006,0.002,0.5,10,44,Muy deteriorada
2,RIO LUJAN Y ARROYO CARAGUATA,Tigre,TI006,29/10/2018,10,2018,10-2018,04-2018,primavera,23,0,6,7,58,ausencia,ausencia,ausencia,ausencia,7200,0,4800,1200,3,1,0,0,45,12,0,,50,0.006,0.002,0.5,10,43,Extremadamente deteriorada
24,ARROYO SARANDI,Avellaneda,AV052,7/11/2018,11,2018,11-2018,04-2018,primavera,23,0,9,6,41,ausencia,ausencia,ausencia,ausencia,600,0,300,10,3,1,0,0,23,14,0,,50,0.006,0.002,0.5,10,67,Muy deteriorada
22,ESCOLLERA DE PROPANEROS,Avellaneda,AV054,7/11/2018,11,2018,11-2018,04-2018,primavera,23,0,7,6,39,ausencia,ausencia,ausencia,ausencia,2000,0,500,150,3,1,0,1,16,10,0,,50,0.006,0.002,0.5,10,52,Muy deteriorada
5,RIO RECONQUISTA Y RIO LUJAN,Tigre,TI004,06/02/2019,2,2019,02-2019,01-2019,verano,27,3,0,7,50,presencia,presencia,ausencia,ausencia,3000,0,2500,200,3,1,0,0,24,10,0,,49,0.006,0.002,0.5,10,46,Muy deteriorada
5,RIO RECONQUISTA Y RIO LUJAN,Tigre,TI004,28/05/2019,5,2019,05-2019,02-2019,otoño,17,6,0,7,66,ausencia,ausencia,ausencia,presencia,1400,0,1300,700,3,1,0,1,25,10,0,,70,0.006,0.002,0.5,10,45,Muy deteriorada
7,RIO LUJAN y CANAL SAN FERNANDO,Tigre,TI007,28/05/2019,5,2019,05-2019,02-2019,otoño,17,6,0,7,62,ausencia,ausencia,ausencia,presencia,14400,0,9600,1800,3,1,0,0,55,8,0,,90,0.006,0.002,0.5,10,40,Extremadamente deteriorada
4,RIO CARAPACHAY Y ARROYO GALLO,Tigre,TI003,29/10/2019,10,2019,10-2019,04-2019,primavera,21,4,0,7,49,ausencia,ausencia,ausencia,ausencia,6400,0,3000,1050,3,1,0,0,47,18,0,,49,0.006,0.002,0.5,10,43,Extremadamente deteriorada
10,Del Arca,San Fernando,SF015,29/10/2019,10,2019,10-2019,04-2019,primavera,21,5,0,8,62,ausencia,ausencia,ausencia,presencia,6400,0,3100,3300,3,1,0,2,23,11,0,,49,0.006,0.002,0.5,10,40,Extremadamente deteriorada
2,RIO LUJAN Y ARROYO CARAGUATA,Tigre,TI006,19/02/2020,2,2020,02-2020,01-2020,verano,26,22,2,7,70,ausencia,ausencia,ausencia,ausencia,0,0,4600,,3,1,0,0,0,8,0,,50,0.006,0.002,0,10,54,Muy deteriorada
5,RIO RECONQUISTA Y RIO LUJAN,Tigre,TI004,15/08/2018,8,2018,08-2018,03-2018,invierno,14,0,9,8,54,ausencia,ausencia,ausencia,ausencia,3000,0,3000,50,3,1,0,0,139,12,0,,139,5,1,0.5,10,48,Muy deteriorada
7,RIO LUJAN y CANAL SAN FERNANDO,Tigre,TI007,15/08/2018,8,2018,08-2018,03-2018,invierno,14,0,8,8,50,ausencia,ausencia,ausencia,presencia,2800,0,2400,850,3,1,0,0,30,8,0,,94,5,1,0.5,10,45,Deteriorada
4,RIO CARAPACHAY Y ARROYO GALLO,Tigre,TI003,24/02/2021,2,2021,02-2021,01-2021,verano,24,24,3,7,33,ausencia,presencia,ausencia,presencia,4000,0,400,20,3,1,0,1,30,2,0,,100,5,0.001,0.15,0,42,Extremadamente deteriorada
40,Berisso - La Municipal,Berisso,BS094,24/02/2021,2,2021,02-2021,01-2021,verano,21,27,6,8,210,ausencia,ausencia,ausencia,ausencia,400,0,20,180,3,1,0,1,30,2,1,,100,13,17,0.15,11,49,Muy deteriorada
32,Berazategui - Balneario Hudson calle 63 (BZ 080),Berazategui,BZ080,25/08/2021,8,2021,08-2021,03-2021,invierno,12,10,10,9,21,ausencia,ausencia,ausencia,ausencia,10000,0,1000,100,3,1,0,0,62,9,0,,100,52,0.001,0.2,221,43,Extremadamente deteriorada
1,CANAL VILLANUEVA Y RIO LUJAN,Tigre,TI001,19/05/2021,5,2021,05-2021,02-2021,otoño,16,13,8,7,30,ausencia,ausencia,ausencia,ausencia,4000,0,200,50,3,1,0,0,2,4,0,,110,100,0.005,10,0,48,Muy deteriorada
9,ARROYO ABRA VIEJA Y ARROYO STA ROSA,Tigre,TI009,19/05/2021,5,2021,05-2021,02-2021,otoño,13,8,8,7,30,ausencia,ausencia,ausencia,ausencia,5300,0,400,90,3,1,0,0,2,6,0,,140,100,0.005,10,0,46,Muy deteriorada
2,RIO LUJAN Y ARROYO CARAGUATA,Tigre,TI006,19/05/2021,5,2021,05-2021,02-2021,otoño,16,13,7,7,30,ausencia,ausencia,ausencia,ausencia,30000,0,1000,800,3,1,0,0,2,4,0,,150,100,0.005,10,0,39,Extremadamente deteriorada
156,MIRADOR TOMA DE AGUA,CABA,CA044,12/02/2014,2,2014,02-2014,01-2014,verano,0.00,27.20,3.89,07.07,0,,,,,1400,500,190,,4,1,0,0,30,,0,,,,,,,0,
35,ARROYO DEL GATO,Ensenada,EN083,25/08/2021,8,2021,08-2021,03-2021,invierno,12,4,13,9,23,ausencia,ausencia,ausencia,ausencia,700,0,20,50,4,1,0,0,30,5,0,,100,0.005,0.001,0.2,0,67,Deteriorada
31,Berazategui - Puerto Trinidad (BZ 077),Berazategui,BZ077,25/08/2021,8,2021,08-2021,03-2021,invierno,13,13,12,9,12,ausencia,ausencia,ausencia,ausencia,1000,0,100,300,4,1,0,0,125,8,0,,100,0.005,0.001,0.2,0,61,Muy deteriorada
29,PEJERREY,Quilmes,QU063,25/08/2021,8,2021,08-2021,03-2021,invierno,13,7,9,8,18,ausencia,ausencia,ausencia,ausencia,10000,0,500,140,4,1,0,0,30,8,0,,100,0.005,0.001,0.2,0,47,Muy deteriorada
30,Berazategui – Calle 11 y costa y salida cloaca (BZ 078),Berazategui,BZ078,25/08/2021,8,2021,08-2021,03-2021,invierno,12,16,10,9,16,ausencia,ausencia,ausencia,ausencia,10000,0,500,100,4,1,0,0,64,7,0,,100,0.005,0.001,0.2,0,45,Muy deteriorada
10,Del Arca,San Fernando,SF015,31/10/2022,10,2022,10-2022,04-2022,primavera,20,14,8,7,39,ausencia,ausencia,ausencia,ausencia,1300,0,1000,260,4,1,0,0,30,,0,,100,0.005,0.001,0.15,0.1,58,Muy deteriorada
12,"PLAYA RESERVA ECOLOGICA, ESPIGON",San Isidro,SI022,31/10/2022,10,2022,10-2022,04-2022,primavera,21,19,6,7,29,ausencia,ausencia,ausencia,ausencia,300,0,160,110,4,1,0,0,39,,0,,100,0.005,0.001,0.15,5.9,41,Extremadamente deteriorada
16,Puerto de Olivos Espigón,Vicente Lopez,VL032,31/10/2022,10,2022,10-2022,04-2022,primavera,19,15,9,7,19,ausencia,ausencia,ausencia,presencia,4200,0,4000,570,4,1,0,0,30,,0,,100,0.005,0.001,0.15,0.7,50,Muy deteriorada
15,Reserva Barrio El Ceibo,Vicente Lopez,VL033,31/10/2022,10,2022,10-2022,04-2022,primavera,19,15,10,8,28,ausencia,ausencia,ausencia,ausencia,2100,0,1700,310,4,1,0,0,30,,0,,100,0.005,0.001,0.15,0,60,Muy deteriorada
19,MIRADOR TOMA DE AGUA,CABA,CA044,23/02/2022,2,2022,02-2022,01-2022,verano,25,0,7,7,22,ausencia,ausencia,ausencia,ausencia,900,0,700,30,4,1,0,0,29,11,0,,0,0.005,0.002,0,,59,Muy deteriorada
5,RIO RECONQUISTA Y RIO LUJAN,Tigre,TI004,16/05/2018,5,2018,05-2018,02-2018,otoño,19,0,4,8,54,,,,,3400,0,600,15,4,1,0,0,46,8,0,,195,0.006,0.002,0.5,10,47,Extremadamente deteriorada
7,RIO LUJAN y CANAL SAN FERNANDO,Tigre,TI007,16/05/2018,5,2018,05-2018,02-2018,otoño,19,0,5,8,41,,,,,6200,0,2500,70,4,1,1,1,29,10,0,,122,0.006,0.002,0.5,10,40,Muy deteriorada
38,Berisso – Calle 66,Berisso,BS095,16/05/2018,5,2018,05-2018,02-2018,otoño,11,0,6,8,14,ausencia,presencia,presencia,presencia,16000,0,5000,160,4,1,1,1,36,8,0,,142,0.006,0.002,0.5,10,37,Muy deteriorada
27,CALLE ESPORA,Quilmes,QU061,7/11/2018,11,2018,11-2018,04-2018,primavera,18,0,8,7,50,ausencia,ausencia,ausencia,presencia,2600,0,600,10,4,1,0,1,16,10,0,,50,0.006,0.002,0.5,10,54,Muy deteriorada
26,ARROYO SANTO DOMINGO,Avellaneda,AV053,7/11/2018,11,2018,11-2018,04-2018,primavera,22,0,8,7,45,ausencia,ausencia,ausencia,ausencia,1800,0,700,10,4,1,0,1,13,8,0,,50,0.006,0.002,0.5,10,53,Muy deteriorada
39,Playa La Bagliardi,Berisso,BS091,7/11/2018,11,2018,11-2018,04-2018,primavera,10,0,7,9,35,ausencia,ausencia,ausencia,ausencia,3800,0,1300,300,4,1,0,2,20,14,0,,50,0.006,0.002,0.5,10,42,Muy deteriorada
25,COSTA DE VILLA DOMINICO,Avellaneda,AV055,06/02/2019,2,2019,02-2019,01-2019,verano,27,0,0,7,54,ausencia,ausencia,ausencia,ausencia,2700,0,2600,650,4,1,0,0,59,14,0,,49,0.006,0.002,0.5,10,48,Muy deteriorada
28,NAUTICO,Quilmes,QU062,15/05/2019,5,2019,05-2019,02-2019,otoño,15,8,0,0,84,ausencia,ausencia,ausencia,ausencia,4600,0,3400,30,4,1,0,1,29,10,0,,50,0.006,0.002,0.5,10,48,Muy deteriorada
22,ESCOLLERA DE PROPANEROS,Avellaneda,AV054,15/05/2019,5,2019,05-2019,02-2019,otoño,18,6,0,8,85,ausencia,ausencia,ausencia,ausencia,15800,0,14200,4250,4,1,0,1,29,10,0,,50,0.006,0.002,0.5,10,41,Extremadamente deteriorada
23,POLO PETROQUIMICO DOCK SUD,Avellaneda,AV051,15/05/2019,5,2019,05-2019,02-2019,otoño,18,5,0,8,94,ausencia,ausencia,ausencia,ausencia,17200,0,14500,4250,4,1,0,1,37,8,0,,59,0.006,0.002,0.5,10,38,Extremadamente deteriorada
12,"PLAYA RESERVA ECOLOGICA, ESPIGON",San Isidro,SI022,28/05/2019,5,2019,05-2019,02-2019,otoño,18,7,0,8,60,ausencia,ausencia,ausencia,ausencia,4400,0,4400,950,4,1,0,1,42,4,0,,50,0.006,0.002,0.5,10,47,Muy deteriorada
7,RIO LUJAN y CANAL SAN FERNANDO,Tigre,TI007,07/08/2019,8,2019,08-2019,03-2019,invierno,14,8,0,8,92,ausencia,ausencia,ausencia,ausencia,8200,0,5100,2100,4,1,0,0,46,14,0,,50,0.006,0.002,0.5,10,43,Extremadamente deteriorada
6,RIO TIGRE 100 MTS ANTES RÍO LUJAN,Tigre,TI005,07/08/2019,8,2019,08-2019,03-2019,invierno,14,8,0,8,81,ausencia,ausencia,ausencia,ausencia,15500,0,13800,1300,4,1,0,0,46,2,0,,75,0.006,0.002,0.5,10,41,Extremadamente deteriorada
23,POLO PETROQUIMICO DOCK SUD,Avellaneda,AV051,19/02/2020,2,2020,02-2020,01-2020,verano,27,23,3,7,85,ausencia,ausencia,ausencia,ausencia,0,0,3400,,4,1,0,0,0,10,0,,50,0.006,0.002,0,10,59,Muy deteriorada
12,"PLAYA RESERVA ECOLOGICA, ESPIGON",San Isidro,SI022,19/02/2020,2,2020,02-2020,01-2020,verano,27,26,6,8,65,ausencia,ausencia,ausencia,ausencia,0,0,8300,,4,1,0,0,0,8,0,,62,0.006,0.002,0,10,49,Muy deteriorada
13,Playa Espigón de Pacheco,San Isidro,SI024,19/02/2020,2,2020,02-2020,01-2020,verano,28,26,6,8,53,ausencia,ausencia,ausencia,ausencia,0,0,32500,,4,1,0,1,0,4,0,,50,0.006,0.002,0,10,44,Extremadamente deteriorada
6,RIO TIGRE 100 MTS ANTES RÍO LUJAN,Tigre,TI005,15/08/2018,8,2018,08-2018,03-2018,invierno,14,0,8,8,50,ausencia,ausencia,ausencia,ausencia,4500,0,4500,1100,4,1,0,0,20,10,0,,49,5,1,0.5,10,47,Muy deteriorada
28,NAUTICO,Quilmes,QU062,24/02/2021,2,2021,02-2021,01-2021,verano,21,18,7,8,22,ausencia,ausencia,ausencia,ausencia,3800,0,1000,180,4,1,0,1,30,,0,,100,5,0.001,0.15,0.04,44,Extremadamente deteriorada
17,Costa y Melo,Vicente Lopez,VL031,31/10/2022,10,2022,10-2022,04-2022,primavera,19,12,9,8,19,ausencia,ausencia,ausencia,ausencia,6600,0,6600,1500,4,1,0,0,30,,0,,100,6,0.001,0.15,3.1,49,Muy deteriorada
29,PEJERREY,Quilmes,QU063,19/05/2021,5,2021,05-2021,02-2021,otoño,15,11,8,7,30,ausencia,ausencia,ausencia,ausencia,7000,0,2000,10,4,1,0,1,5,7,1,,70,100,0.005,10,0,48,Muy deteriorada
27,CALLE ESPORA,Quilmes,QU061,19/05/2021,5,2021,05-2021,02-2021,otoño,15,11,9,7,30,ausencia,ausencia,ausencia,presencia,6000,0,1000,20,4,1,0,1,12,9,1,,50,100,0.005,10,0,44,Extremadamente deteriorada
34,TOMA DE AGUA CLUB DE PESCA RIO,Ensenada,EN082,25/08/2021,8,2021,08-2021,03-2021,invierno,11,4,12,9,31,ausencia,ausencia,ausencia,ausencia,300,0,100,110,5,1,0,0,47,9,0,,100,0.005,0.001,0.2,131,58,Muy deteriorada
13,Playa Espigón de Pacheco,San Isidro,SI024,25/08/2021,8,2021,08-2021,03-2021,invierno,16,15,8,7,23,ausencia,ausencia,ausencia,ausencia,14000,0,4400,700,5,1,0,0,30,6,0,,100,0.005,0.001,0.2,0,41,Extremadamente deteriorada
15,Reserva Barrio El Ceibo,Vicente Lopez,VL033,27/10/2021,10,2021,10-2021,04-2021,primavera,26,25,8,7,6,ausencia,ausencia,ausencia,ausencia,8300,0,900,360,5,1,0,0,67,3,0,,100,0.005,0.001,0.2,0,45,Muy deteriorada
40,Playa La Bagliardi,Berisso,BS091,31/10/2022,10,2022,10-2022,04-2022,primavera,10,12,0,0,40,ausencia,ausencia,ausencia,presencia,1400,0,1000,380,5,1,0,0,30,,0,,100,0.005,0.001,0.15,0.2,49,Muy deteriorada
39,Berisso – Calle 66,Berisso,BS095,31/10/2022,10,2022,10-2022,04-2022,primavera,10,12,0,0,18,ausencia,presencia,ausencia,presencia,80000,0,80000,12000,5,1,0,30,31,,0,,100,0.005,0.001,0.15,20.2,37,Extremadamente deteriorada
27,CALLE ESPORA,Quilmes,QU061,31/10/2022,10,2022,10-2022,04-2022,primavera,19,13,7,7,17,ausencia,ausencia,ausencia,presencia,80,0,70,4,5,1,0,0,30,,0,,100,0.005,0.001,0.15,0,62,Muy deteriorada
28,NAUTICO,Quilmes,QU062,31/10/2022,10,2022,10-2022,04-2022,primavera,19,13,7,7,20,ausencia,ausencia,ausencia,presencia,120,0,80,20,5,1,0,0,30,,0,,100,0.005,0.001,0.15,17,41,Extremadamente deteriorada
10,Del Arca,San Fernando,SF015,04/05/2022,5,2022,05-2022,02-2022,otoño,17,14,6,7,50,ausencia,ausencia,ausencia,ausencia,90000,0,4200,1500,5,1,0,0,34,2,0,,0,0.005,0.001,0.15,10,39,Extremadamente deteriorada
18,Parque de los Niños,CABA,CA041,23/02/2022,2,2022,02-2022,01-2022,verano,26,0,5,7,22,ausencia,ausencia,ausencia,ausencia,1800,0,1300,10,5,1,0,0,29,,0,,0,0.005,0.002,0,,54,Muy deteriorada
21,RESERVA ECOLOGICA -PLAYITA,CABA,CA047,23/02/2022,2,2022,02-2022,01-2022,verano,25,0,8,8,31,ausencia,ausencia,ausencia,ausencia,400,0,200,20,5,1,0,0,29,5,0,,0,0.005,0.002,0,,76,Deteriorada
15,Reserva Barrio El Ceibo,Vicente Lopez,VL033,23/02/2022,2,2022,02-2022,01-2022,verano,0,23,0,0,14,ausencia,ausencia,ausencia,ausencia,5500,0,100,650,5,1,0,0,29,2,0,,100,0.005,0.001,0.2,10,45,Muy deteriorada
25,COSTA DE VILLA DOMINICO,Avellaneda,AV055,7/11/2018,11,2018,11-2018,04-2018,primavera,22,0,9,7,32,ausencia,ausencia,ausencia,ausencia,600,0,600,10,5,1,0,0,25,18,0,,230,0.006,0.002,0.5,10,59,Muy deteriorada
23,POLO PETROQUIMICO DOCK SUD,Avellaneda,AV051,7/11/2018,11,2018,11-2018,04-2018,primavera,23,0,8,6,45,ausencia,ausencia,ausencia,ausencia,3200,0,1600,150,5,1,0,1,23,12,0,,50,0.006,0.002,0.5,10,47,Deteriorada
17,Costa y Melo,Vicente Lopez,VL031,7/11/2018,11,2018,11-2018,04-2018,primavera,21,0,8,7,69,ausencia,ausencia,ausencia,ausencia,21000,0,17500,3500,5,1,0,1,23,15,0,,50,0.006,0.002,0.5,10,39,Extremadamente deteriorada
26,ARROYO SANTO DOMINGO,Avellaneda,AV053,06/02/2019,2,2019,02-2019,01-2019,verano,27,0,0,7,39,ausencia,ausencia,ausencia,ausencia,600,0,500,100,5,1,0,1,52,16,0,,49,0.006,0.002,0.5,10,51,Muy deteriorada
10,Del Arca,San Fernando,SF015,06/02/2019,2,2019,02-2019,01-2019,verano,26,4,0,4,54,ausencia,ausencia,presencia,presencia,4800,0,2200,10,5,1,0,1,22,12,0,,49,0.006,0.002,0.5,10,41,Extremadamente deteriorada
26,ARROYO SANTO DOMINGO,Avellaneda,AV053,07/08/2019,8,2019,08-2019,03-2019,invierno,13,8,0,8,85,ausencia,ausencia,ausencia,ausencia,1800,0,600,40,5,1,0,1,28,2,0,,50,0.006,0.002,0.5,10,57,Muy deteriorada
4,RIO CARAPACHAY Y ARROYO GALLO,Tigre,TI003,07/08/2019,8,2019,08-2019,03-2019,invierno,14,9,0,8,96,ausencia,ausencia,ausencia,ausencia,5700,0,2300,850,5,1,0,1,46,2,0,,50,0.006,0.002,0.5,10,46,Muy deteriorada
10,Del Arca,San Fernando,SF015,07/08/2019,8,2019,08-2019,03-2019,invierno,14,8,0,8,79,ausencia,ausencia,ausencia,presencia,6600,0,4300,1600,5,1,0,1,42,13,0,,50,0.006,0.002,0.5,10,42,Extremadamente deteriorada
5,RIO RECONQUISTA Y RIO LUJAN,Tigre,TI004,07/08/2019,8,2019,08-2019,03-2019,invierno,14,8,0,8,87,ausencia,ausencia,ausencia,ausencia,12400,0,12200,2450,5,1,0,1,36,4,0,,50,0.006,0.002,0.5,10,42,Extremadamente deteriorada
25,COSTA DE VILLA DOMINICO,Avellaneda,AV055,4/11/2020,11,2020,11-2020,04-2020,primavera,20,0,11,8,100,ausencia,ausencia,ausencia,ausencia,0,0,3300,,5,1,0,1,0,12,0,,50,0.006,0.002,0,50,53,Muy deteriorada
16,Puerto de Olivos Espigón,Vicente Lopez,VL032,19/02/2020,2,2020,02-2020,01-2020,verano,25,0,6,7,43,ausencia,ausencia,ausencia,ausencia,0,0,17400,,5,1,0,0,0,5,0,,50,0.006,0.002,0,10,46,Muy deteriorada
11,ESPIGON LA FAROLA,San Isidro,SI021,15/08/2018,8,2018,08-2018,03-2018,invierno,15,0,9,8,39,,,,,600,0,600,50,5,1,0,0,47,4,0,,49,5,1,0.5,10,61,Muy deteriorada
10,Del Arca,San Fernando,SF015,15/08/2018,8,2018,08-2018,03-2018,invierno,14,0,8,7,39,presencia,ausencia,ausencia,ausencia,1600,0,900,70,5,1,1,1,131,8,0,,49,5,1,0.5,10,53,Muy deteriorada
29,PEJERREY,Quilmes,QU063,24/02/2021,2,2021,02-2021,01-2021,verano,26,18,5,7,31,ausencia,ausencia,ausencia,presencia,400,0,380,30,5,1,0,1,30,4,0,,100,5,0.001,0.8,18,46,Muy deteriorada
12,"PLAYA RESERVA ECOLOGICA, ESPIGON",San Isidro,SI022,24/02/2021,2,2021,02-2021,01-2021,verano,28,28,5,8,27,ausencia,ausencia,ausencia,ausencia,5100,0,2000,260,5,1,0,1,30,2,0,,100,5,0.001,0.15,1,42,Extremadamente deteriorada
22,ESCOLLERA DE PROPANEROS,Avellaneda,AV054,24/02/2021,2,2021,02-2021,01-2021,verano,26,0,4,7,45,ausencia,ausencia,ausencia,ausencia,9000,0,5000,800,5,1,0,3,30,6,2,,100,5,0.001,0.15,0,38,Extremadamente deteriorada
41,Berisso - La Municipal,Berisso,BS094,31/10/2022,10,2022,10-2022,04-2022,primavera,10,12,0,0,90,ausencia,ausencia,ausencia,presencia,1800,0,1500,500,5,1,0,0,39,,0,,100,5,0.001,0.15,10.5,39,Extremadamente deteriorada
13,Playa Espigón de Pacheco,San Isidro,SI024,31/10/2022,10,2022,10-2022,04-2022,primavera,18,17,8,8,29,ausencia,ausencia,ausencia,ausencia,6500,0,6200,4000,5,1,0,0,30,,0,,100,6,0.001,0.15,0.6,58,Muy deteriorada
30,Berazategui – Calle 11 y costa y salida cloaca (BZ 078),Berazategui,BZ078,27/10/2021,10,2021,10-2021,04-2021,primavera,27,28,13,9,70,ausencia,ausencia,ausencia,ausencia,6000,0,1400,100,6,1,0,1,140,,1,,100,0.005,0.001,0.2,21265,39,Extremadamente deteriorada
31,Berazategui - Puerto Trinidad (BZ 077),Berazategui,BZ077,27/10/2021,10,2021,10-2021,04-2021,primavera,26,26,12,9,27,ausencia,ausencia,ausencia,ausencia,800,0,200,30,6,1,0,0,52,,0,,100,0.005,0.001,0.2,9909,52,Muy deteriorada
35,TOMA DE AGUA CLUB DE PESCA RIO,Ensenada,EN082,27/10/2021,10,2021,10-2021,04-2021,primavera,25,27,9,8,14,ausencia,ausencia,ausencia,ausencia,100,0,5,6,6,1,0,0,30,2,0,,100,0.005,0.001,0.2,0,65,Deteriorada
16,Puerto de Olivos Espigón,Vicente Lopez,VL032,27/10/2021,10,2021,10-2021,04-2021,primavera,24,24,7,7,7,ausencia,ausencia,presencia,presencia,28000,0,300,500,6,1,0,0,59,2,0,,100,0.005,0.001,0.2,0,37,Extremadamente deteriorada
12,"PLAYA RESERVA ECOLOGICA, ESPIGON",San Isidro,SI022,23/02/2022,2,2022,02-2022,01-2022,verano,27,26,6,7,19,ausencia,ausencia,ausencia,ausencia,6000,0,800,760,6,1,0,0,41,2,0,,0,0.005,0.001,0.2,10,46,Muy deteriorada
2,RIO LUJAN Y ARROYO CARAGUATA,Tigre,TI006,16/05/2018,5,2018,05-2018,02-2018,otoño,19,0,6,8,50,,,,,2200,0,900,20,6,1,0,0,58,6,0,,237,0.006,0.002,0.5,10,52,Extremadamente deteriorada
28,NAUTICO,Quilmes,QU062,7/11/2018,11,2018,11-2018,04-2018,primavera,18,0,7,7,56,ausencia,ausencia,ausencia,presencia,400,0,400,10,6,1,1,1,20,12,0,,50,0.006,0.002,0.5,10,50,Extremadamente deteriorada
13,Playa Espigón de Pacheco,San Isidro,SI024,7/11/2018,11,2018,11-2018,04-2018,primavera,22,0,8,8,46,ausencia,ausencia,ausencia,ausencia,5400,0,1200,50,6,1,0,1,24,12,0,,50,0.006,0.002,0.5,10,48,Extremadamente deteriorada
10,Del Arca,San Fernando,SF015,7/11/2018,11,2018,11-2018,04-2018,primavera,23,0,6,7,52,ausencia,ausencia,presencia,ausencia,18400,0,14700,750,6,1,0,1,30,20,0,,50,0.006,0.002,0.5,10,38,Muy deteriorada
30,Berazategui – Calle 11 y costa y salida cloaca (BZ 078),Berazategui,BZ078,13/02/2019,2,2019,02-2019,01-2019,verano,25,9,0,8,35,presencia,ausencia,ausencia,presencia,11000,0,4800,1050,6,1,0,0,43,28,0,,49,0.006,0.002,0.5,18,39,Extremadamente deteriorada
23,POLO PETROQUIMICO DOCK SUD,Avellaneda,AV051,06/02/2019,2,2019,02-2019,01-2019,verano,26,0,0,6,58,ausencia,ausencia,ausencia,ausencia,2600,0,2400,10,6,1,0,0,29,10,0,,49,0.006,0.002,0.5,10,54,Muy deteriorada
24,ARROYO SARANDI,Avellaneda,AV052,06/02/2019,2,2019,02-2019,01-2019,verano,27,0,0,6,34,ausencia,ausencia,ausencia,ausencia,5200,0,4500,450,6,1,0,1,47,8,0,,49,0.006,0.002,0.5,10,44,Extremadamente deteriorada
13,Playa Espigón de Pacheco,San Isidro,SI024,06/02/2019,2,2019,02-2019,01-2019,verano,28,7,0,6,41,ausencia,ausencia,ausencia,ausencia,46000,0,29600,3200,6,1,0,1,24,7,0,,72,0.006,0.002,0.5,10,37,Extremadamente deteriorada
29,PEJERREY,Quilmes,QU063,15/05/2019,5,2019,05-2019,02-2019,otoño,15,9,0,7,99,ausencia,ausencia,ausencia,presencia,4000,0,3100,150,6,1,0,0,17,8,0,,50,0.006,0.002,0.5,10,49,Muy deteriorada
16,Puerto de Olivos Espigón,Vicente Lopez,VL032,15/05/2019,5,2019,05-2019,02-2019,otoño,17,7,0,7,90,ausencia,ausencia,ausencia,ausencia,4200,0,2500,400,6,1,0,0,17,8,0,,50,0.006,0.002,0.5,10,0,
25,COSTA DE VILLA DOMINICO,Avellaneda,AV055,07/08/2019,8,2019,08-2019,03-2019,invierno,13,9,0,7,71,ausencia,ausencia,ausencia,ausencia,800,0,700,10,6,1,0,1,41,8,0,,50,0.006,0.002,0.5,10,61,Muy deteriorada
22,ESCOLLERA DE PROPANEROS,Avellaneda,AV054,07/08/2019,8,2019,08-2019,03-2019,invierno,14,8,0,7,86,ausencia,ausencia,ausencia,ausencia,5100,0,1700,700,6,1,0,0,48,4,0,,50,0.006,0.002,0.5,10,50,Muy deteriorada
24,ARROYO SARANDI,Avellaneda,AV052,07/08/2019,8,2019,08-2019,03-2019,invierno,14,8,0,8,56,ausencia,ausencia,ausencia,ausencia,6100,0,2100,350,6,1,0,1,51,6,0,,50,0.006,0.002,0.5,10,49,Muy deteriorada
30,Berazategui – Calle 11 y costa y salida cloaca (BZ 078),Berazategui,BZ078,4/11/2020,11,2020,11-2020,04-2020,primavera,22,20,8,8,68,ausencia,ausencia,ausencia,ausencia,0,0,550,,6,1,0,1,0,22,0,,65,0.006,0.002,0,84,49,Muy deteriorada
31,Berazategui - Puerto Trinidad (BZ 077),Berazategui,BZ077,19/02/2020,2,2020,02-2020,01-2020,verano,28,23,6,8,31,ausencia,ausencia,ausencia,ausencia,0,0,4800,,6,1,0,0,0,14,0,,94,0.006,0.002,0,22,37,Extremadamente deteriorada
33,CAMPING EVA PERON,Ensenada,EN081,4/11/2020,11,2020,11-2020,04-2020,primavera,20,13,9,8,100,ausencia,presencia,ausencia,ausencia,0,0,1300,,6,1,0,1,0,20,0,,50,0.006,0.002,0,16,53,Muy deteriorada
16,Puerto de Olivos Espigón,Vicente Lopez,VL032,4/11/2020,11,2020,11-2020,04-2020,primavera,20,17,8,7,95,ausencia,ausencia,ausencia,ausencia,0,0,14600,,6,1,0,1,0,16,0,,50,0.006,0.002,0,11,45,Muy deteriorada
